question;chunk_id;section_name;chapter_name
В каком стиле были выполнены отчеты Льва Абалкина, и с чем, по мнению рассказчика, они напоминали?;792ee942969708533028694163c296ec;И был в папке еще один...;1 июня 78–го года
В каком году Абалкин направлял рапорт в КОМКОН-1 по поводу операции «Голован в Космосе»?;792ee942969708533028694163c296ec;И был в папке еще один...;1 июня 78–го года
Какие профессиональные склонности указаны в переписке у Абалкина?;15331c0c435898389f06ccdbca6e4490;В общем эта переписка...;1 июня 78–го года
С какими существами, согласно тексту, работают Прогрессоры, для которых зоопсихология является основной профессией?;15331c0c435898389f06ccdbca6e4490;В общем эта переписка...;1 июня 78–го года
Кому Абалкин отправлял последнее письмо, о пропаже страниц которого упоминается в тексте?;15331c0c435898389f06ccdbca6e4490;В общем эта переписка...;1 июня 78–го года
В каком году, согласно тексту, группа «Йормала» совершила погружение в Черную Дыру ЕН 200056 на звездолете «Тьма»?;92d593a679657c5c6fdf8f8e0f74f9ea;ПОЧТИ ВСЕ О ВОЗМОЖНЫХ СВЯЗЯХ ЛЬВА АБАЛКИНА;1 июня 78–го года
Какое учебное заведение посещал Лев Абалкин, где его Наставником был Эрнст–Юлий Горн?;92d593a679657c5c6fdf8f8e0f74f9ea;ПОЧТИ ВСЕ О ВОЗМОЖНЫХ СВЯЗЯХ ЛЬВА АБАЛКИНА;1 июня 78–го года
Где проживал Сергей Павлович Федосеев, Учитель Льва Абалкина, и как называлась его усадьба?;92d593a679657c5c6fdf8f8e0f74f9ea;ПОЧТИ ВСЕ О ВОЗМОЖНЫХ СВЯЗЯХ ЛЬВА АБАЛКИНА;1 июня 78–го года
Ромуальд Крэсеску, Наблюдающий врач школы Прогрессоров, находился на планете Лу. Какое послание он оставил в БВИ, указывая свой последний домашний адрес?;92d593a679657c5c6fdf8f8e0f74f9ea;ПОЧТИ ВСЕ О ВОЗМОЖНЫХ СВЯЗЯХ ЛЬВА АБАЛКИНА;1 июня 78–го года
В какой области знаний Ядвига Михайловна Леканова начала свою карьеру, прежде чем перейти в этнологию?;9d1a2f2cf57dfc350330fccc458a5755;А вот с Ядвигой...;1 июня 78–го года
В каком институте, расположенном в бассейне Амазонки, работает Ядвига Михайловна Леканова в настоящее время?;9d1a2f2cf57dfc350330fccc458a5755;А вот с Ядвигой...;1 июня 78–го года
Через какой стационар предлагается устанавливать связь с Ядвигой Михайловной Лекановой, учитывая отсутствие у нее постоянного адреса?;9d1a2f2cf57dfc350330fccc458a5755;А вот с Ядвигой...;1 июня 78–го года
В каком году происходит встреча рассказчика с Сергеем Павловичем в усадьбе «Комарики»?;83f70122d76ea48bdbb741e1797cd01f;УЧИТЕЛЬ ЛЬВА АБАЛКИНА;1 июня 78–го года
Какую профессию по специальности указал рассказчик, представляясь Сергею Павловичу?;83f70122d76ea48bdbb741e1797cd01f;УЧИТЕЛЬ ЛЬВА АБАЛКИНА;1 июня 78–го года
В каком месте КОМКОН сообщил рассказчику информацию о Льве Вячеславовиче Абалкине?;83f70122d76ea48bdbb741e1797cd01f;УЧИТЕЛЬ ЛЬВА АБАЛКИНА;1 июня 78–го года
Какую школу посещал Лев Абалкин, несмотря на протесты Сергея Павловича?;83f70122d76ea48bdbb741e1797cd01f;УЧИТЕЛЬ ЛЬВА АБАЛКИНА;1 июня 78–го года
Какое увлечение, помимо соревнований и театра, проявлял Лев Абалкин в детстве, о котором упоминает Учитель?;104b8f506b01e79940279dd3f25888d6;Лев Абалкин был мальчик...;1 июня 78–го года
Какое качество Льва Абалкина, по мнению Сергея Павловича, было абсолютным и даже мешало установлению контакта?;104b8f506b01e79940279dd3f25888d6;Лев Абалкин был мальчик...;1 июня 78–го года
В каком месте Сергей Павлович впервые заметил талант Льва Абалкина, и кто высоко ценил его способности там?;104b8f506b01e79940279dd3f25888d6;Лев Абалкин был мальчик...;1 июня 78–го года
Какое имя Сергей Павлович предложил найти рассказчику, и какое впечатление произвело это имя на Сергея Павловича?;104b8f506b01e79940279dd3f25888d6;Лев Абалкин был мальчик...;1 июня 78–го года
В каком году Майя Тойвовна Глумова приняла участие в операции «Ковчег»?;a966ee6d2fc541e052b7817eb1dfe151;МАЛЕНЬКИЙ ИНЦИДЕНТ С ЯДВИГОЙ МИХАЙЛОВНОЙ;1 июня 78–го года
Где располагался Музей внеземных культур, в котором работала Майя Глумова?;a966ee6d2fc541e052b7817eb1dfe151;МАЛЕНЬКИЙ ИНЦИДЕНТ С ЯДВИГОЙ МИХАЙЛОВНОЙ;1 июня 78–го года
Как называлась организация, с которой Лев Абалкин был связан в прошлом, и с которой он сохраняет связь?;a966ee6d2fc541e052b7817eb1dfe151;МАЛЕНЬКИЙ ИНЦИДЕНТ С ЯДВИГОЙ МИХАЙЛОВНОЙ;1 июня 78–го года
Какой предмет одежды выделялся у Ядвиги Михайловны Лекановой при знакомстве с Максимом Каммерером?;a966ee6d2fc541e052b7817eb1dfe151;МАЛЕНЬКИЙ ИНЦИДЕНТ С ЯДВИГОЙ МИХАЙЛОВНОЙ;1 июня 78–го года
Какой предмет записал персонаж с номером канала, упомянутый в тексте?;852c668097ae4df064cae9085e1bc3c4;Она все еще улыбалась и...;1 июня 78–го года
Какую операцию расследовал Лев Абалкин, отчет о которой изучал главный герой?;852c668097ae4df064cae9085e1bc3c4;Она все еще улыбалась и...;1 июня 78–го года
Какую организацию окончил Лев Абалкин, согласно упоминанию в тексте?;852c668097ae4df064cae9085e1bc3c4;Она все еще улыбалась и...;1 июня 78–го года
В каком городе, согласно тексту, планирует побывать главный герой?;852c668097ae4df064cae9085e1bc3c4;Она все еще улыбалась и...;1 июня 78–го года
Какую проблему испытывает Лев Абалкин с использованием мимикридного комбинезона?;86d2a526f833b839df430e66cbbf2910;ИЗ ОТЧЕТА ЛЬВА АБАЛКИНА;1 июня 78–го года
Что, по мнению группы Рэма Желтухина, они обнаружили в зоне своей высадки, и чем это вызвало восторг у группы?;86d2a526f833b839df430e66cbbf2910;ИЗ ОТЧЕТА ЛЬВА АБАЛКИНА;1 июня 78–го года
В каком состоянии находится город, согласно отчету Льва Абалкина, и какое мнение он имеет о встреченном на окраине человеке?;86d2a526f833b839df430e66cbbf2910;ИЗ ОТЧЕТА ЛЬВА АБАЛКИНА;1 июня 78–го года
Почему Щекн отказался от использования камуфляжного оборудования, несмотря на то, что оно было специально для него приготовлено?;86d2a526f833b839df430e66cbbf2910;ИЗ ОТЧЕТА ЛЬВА АБАЛКИНА;1 июня 78–го года
Какое устройство, обнаруженное в седьмом квартале, напоминало рассказчику кабину ионного душа, и из какого материала оно было изготовлено?;3a4c47318cc2de8205e70443568b04a7;Мне кажется он уже...;1 июня 78–го года
В каком месте, согласно словам рассказчика, он видел похожие на кабины, найденные в седьмом квартале, устройства, и как их называли на местном сленге?;3a4c47318cc2de8205e70443568b04a7;Мне кажется он уже...;1 июня 78–го года
Что, по мнению Щекна, его народ не знает и не проявляет к ним интереса, вызвав равнодушие исследователя?;3a4c47318cc2de8205e70443568b04a7;Мне кажется он уже...;1 июня 78–го года
Куда оттягивал отлет Щекн, и что рассказчик планирует проверить в связи с этим, касательно группы голованов и транспортного запроса?;3a4c47318cc2de8205e70443568b04a7;Мне кажется он уже...;1 июня 78–го года
Какое устройство использовал главный герой для общения, о котором упоминает Вандерхузе?;2eb572a38dc18a52201c96179419fb9d;Впереди справа от...;1 июня 78–го года
В каком квартале, согласно описанию, проспект вымощен булыжником?;2eb572a38dc18a52201c96179419fb9d;Впереди справа от...;1 июня 78–го года
Что нашел Рэм Желтухин на своей свалке, о чем сообщил Вандерхузе?;2eb572a38dc18a52201c96179419fb9d;Впереди справа от...;1 июня 78–го года
Какую особенность физического состояния Щекна отмечал главный герой в начале их знакомства, упомянув перепонки между пальцами?;2eb572a38dc18a52201c96179419fb9d;Впереди справа от...;1 июня 78–го года
Какую позу впервые на маршруте принял Щекн, вызвав беспокойство у рассказчика?;375ebbfff0713baf8a3f55d180dbf2be;Я круто оборачиваюсь. Но...;1 июня 78–го года
Что предложил Вандерхузе, обеспокоенный возможной засадой, и почему рассказчик отказался от его предложения?;375ebbfff0713baf8a3f55d180dbf2be;Я круто оборачиваюсь. Но...;1 июня 78–го года
Какую инструкцию, впитанную в плоть и кровь, вспомнил рассказчик, говоря о капитане Вандерхузе?;375ebbfff0713baf8a3f55d180dbf2be;Я круто оборачиваюсь. Но...;1 июня 78–го года
"Какие признаки, помимо запаха мокрой ржавчины, обнаружил рассказчик, когда Щекн почувствовал ""вонь"" перед приближением стаи?";375ebbfff0713baf8a3f55d180dbf2be;Я круто оборачиваюсь. Но...;1 июня 78–го года
Какое наказание получили рассказчик и Щекн от Вандерхузе после инцидента на перекрестке?;fdb7d564eacb4b061e08052980f0bf06;Он медленно вразвалку...;1 июня 78–го года
Что, по мнению рассказчика, заставило исчезнуть живность на улице в двадцать втором квартале?;fdb7d564eacb4b061e08052980f0bf06;Он медленно вразвалку...;1 июня 78–го года
Каким образом рассказчик пытался уклониться от расспросов Вандерхузе об инциденте со стаей?;fdb7d564eacb4b061e08052980f0bf06;Он медленно вразвалку...;1 июня 78–го года
Какой предмет носил с собой рассказчик и как он его использовал во время столкновения со стаей?;fdb7d564eacb4b061e08052980f0bf06;Он медленно вразвалку...;1 июня 78–го года
Какое прозвище дали Щекну жители устья Голубой Змеи?;11d6c7587b6ef6ff437c86003f8f38e1;Он замолкает и перестает...;1 июня 78–го года
Что, по словам Щекна, отсутствует у его народа, но есть у людей?;11d6c7587b6ef6ff437c86003f8f38e1;Он замолкает и перестает...;1 июня 78–го года
Как описывается состояние пушки, которую увидели герои на площади?;11d6c7587b6ef6ff437c86003f8f38e1;Он замолкает и перестает...;1 июня 78–го года
По словам рассказчика, по какому сооружению велся огонь с пушки, расположенной на площади?;11d6c7587b6ef6ff437c86003f8f38e1;Он замолкает и перестает...;1 июня 78–го года
Что, по мнению рассказчика, ощущает Щекн, сидя поодаль и бурча?;666e6781bd8280248b00fb00523ba6c0;Я принимаюсь диктовать...;1 июня 78–го года
Какой приказ отдал Комов всем группам?;666e6781bd8280248b00fb00523ba6c0;Я принимаюсь диктовать...;1 июня 78–го года
Что заводит рукой за спину рассказчик, готовясь к приему лингвистической информации?;666e6781bd8280248b00fb00523ba6c0;Я принимаюсь диктовать...;1 июня 78–го года
В каком месте, согласно тексту, произошли административные маневры, из-за которых со вчерашнего дня был закрыт доступ посетителям?;bd6de65e0f57cb590594083389ba8e80;МАЙЯ ГЛУМОВА ПОДРУГА ЛЬВА АБАЛКИНА;2 июня 78–го года
Какие гаджеты, упомянутые в тексте, вызвали хохот в толпе перед музеем и чем именно они занимались?;bd6de65e0f57cb590594083389ba8e80;МАЙЯ ГЛУМОВА ПОДРУГА ЛЬВА АБАЛКИНА;2 июня 78–го года
Где, по словам рассказчика, находился кабинет-мастерская Майи Тойвовны, и что он смог заметить в коридорах музея?;bd6de65e0f57cb590594083389ba8e80;МАЙЯ ГЛУМОВА ПОДРУГА ЛЬВА АБАЛКИНА;2 июня 78–го года
Каким образом рассказчик смог попасть в Музей внеземных культур, учитывая, что служебный вход был заперт, и кто его встретил у порога?;bd6de65e0f57cb590594083389ba8e80;МАЙЯ ГЛУМОВА ПОДРУГА ЛЬВА АБАЛКИНА;2 июня 78–го года
Какую должность занимал Максим Каммерер в организации КОМКОН–2?;a8cdce9b9437356ead111c907b7d3447;Она глядела на меня...;2 июня 78–го года
Что, по словам рассказчика, произошло с женщиной, когда он произнес имя Льва Абалкина?;a8cdce9b9437356ead111c907b7d3447;Она глядела на меня...;2 июня 78–го года
В каком месте происходили события, описанные в фрагменте текста?;a8cdce9b9437356ead111c907b7d3447;Она глядела на меня...;2 июня 78–го года
Что, согласно рассказу Максима Каммерера, делал Лев Абалкин в устье Голубой Змеи?;a8cdce9b9437356ead111c907b7d3447;Она глядела на меня...;2 июня 78–го года
Какой предмет, выточенный из кости, использовал персонаж, повествовавший о событиях в интернате, чтобы причинить себе вред?;f74e998bfd7f293d03db5f321c299359;…У него было еще много...;2 июня 78–го года
Какое место упоминается в последнем письме героя, откуда он сообщал о происшествиях со зверями?;f74e998bfd7f293d03db5f321c299359;…У него было еще много...;2 июня 78–го года
Как герой, в последний год жизни, описывал свое состояние и изменения в себе, сравнивая себя с кем-то из мира, в который он стремился?;f74e998bfd7f293d03db5f321c299359;…У него было еще много...;2 июня 78–го года
С кем герой вел беседу во время телефонных разговоров, пока его возлюбленная встречалась с ним?;f74e998bfd7f293d03db5f321c299359;…У него было еще много...;2 июня 78–го года
Какую должность занимает Максим Каммерер, согласно его собственным словам?;c656f77193bcdae501e1905a8bc240ff;МАЙЯ ГЛУМОВА И ЖУРНАЛИСТ КАММЕРЕР;2 июня 78–го года
С какой целью Максим Каммерер собирает информацию о Льве Абалкине?;c656f77193bcdae501e1905a8bc240ff;МАЙЯ ГЛУМОВА И ЖУРНАЛИСТ КАММЕРЕР;2 июня 78–го года
В каком месте журналист Каммерер проводил предварительный сбор информации, прежде чем обратиться к Майе Тойвовне?;c656f77193bcdae501e1905a8bc240ff;МАЙЯ ГЛУМОВА И ЖУРНАЛИСТ КАММЕРЕР;2 июня 78–го года
Что, по мнению Каммерера, могло спровоцировать реакцию Майи Тойвовны, когда он назвал имя Льва Абалкина?;c656f77193bcdae501e1905a8bc240ff;МАЙЯ ГЛУМОВА И ЖУРНАЛИСТ КАММЕРЕР;2 июня 78–го года
Какое место отдыха выбрал главный объект, о котором вел беседу журналист Каммерер?;8eca598f070e267624fefe98b2235ec6;И он таки успокоил ее...;2 июня 78–го года
Что Майя Тойвовна сообщила журналисту Каммереру относительно возможности связи с главным объектом?;8eca598f070e267624fefe98b2235ec6;И он таки успокоил ее...;2 июня 78–го года
Как журналист Каммерер отреагировал на новость о местонахождении главного объекта, а именно на необходимость двухчасового перелета?;8eca598f070e267624fefe98b2235ec6;И он таки успокоил ее...;2 июня 78–го года
Какой предмет, упомянутый в тексте, журналист Каммерер опрокинул, спешно покидая кабинет Майи Тойвовны?;8eca598f070e267624fefe98b2235ec6;И он таки успокоил ее...;2 июня 78–го года
Какое транспортное средство приткнулось к причалу на территории «Осинушки»?;df4b3bb14ba9cb6d3ebd4acc00fb8aa7;«ОСИНУШКА». ДОКТОР ГОАННЕК;2 июня 78–го года
В каком озере купался герой, прибывший в «Осинушку»?;df4b3bb14ba9cb6d3ebd4acc00fb8aa7;«ОСИНУШКА». ДОКТОР ГОАННЕК;2 июня 78–го года
Сколько сезонов доктор Гоаннек практикует в «Осинушке»?;df4b3bb14ba9cb6d3ebd4acc00fb8aa7;«ОСИНУШКА». ДОКТОР ГОАННЕК;2 июня 78–го года
Что, по мнению доктора Гоаннека, способствует камнеобразованию?;df4b3bb14ba9cb6d3ebd4acc00fb8aa7;«ОСИНУШКА». ДОКТОР ГОАННЕК;2 июня 78–го года
"Какую профессию имели супруги, побывавшие в середине мая в окрестностях ""Осинушки"" и откуда они прибыли?";e3bdefff51715e1fbb604237d625dd2a;В середине мая здесь...;2 июня 78–го года
"По каким признакам доктор Гоаннек исключил возможность прибытия странного юноши в ""Осинушку"" наземным или воздушным транспортом?";e3bdefff51715e1fbb604237d625dd2a;В середине мая здесь...;2 июня 78–го года
Какая проблема побудила юношу обратиться к доктору Гоаннеку, и как она повлияла на его состояние после обследования?;e3bdefff51715e1fbb604237d625dd2a;В середине мая здесь...;2 июня 78–го года
Турист Каммерер пытался привести пример из своего опыта, связанный с нервным истощением, но почему доктор Гоаннек отверг этот пример?;e3bdefff51715e1fbb604237d625dd2a;В середине мая здесь...;2 июня 78–го года
Какое замечание, касающееся артиста, сделал турист Каммерер, вызвав негативную реакцию?;3b0330127dd786e6862bf8f9df22630c;Турист Каммерер бывший...;2 июня 78–го года
Какой номер был присвоен избе, где ранее проживал неврастеник, о котором говорил доктор Гоаннек?;3b0330127dd786e6862bf8f9df22630c;Турист Каммерер бывший...;2 июня 78–го года
Что, по мнению доктора Гоаннека, предпочитал делать после чая?;3b0330127dd786e6862bf8f9df22630c;Турист Каммерер бывший...;2 июня 78–го года
В каком месте доктор Гоаннек указал туристу Каммереру на коттедж номер двенадцать?;3b0330127dd786e6862bf8f9df22630c;Турист Каммерер бывший...;2 июня 78–го года
Какое транспортное средство упоминается в тексте как способ быстрого перемещения до Москвы из места пребывания Льва Абалкина?;0d94bba4958760f3434ed657b14b3c4f;В ИЗБЕ НОМЕР ШЕСТЬ;2 июня 78–го года
Что обнаружил рассказчик в маленьком холле временного жилища Льва Абалкина?;0d94bba4958760f3434ed657b14b3c4f;В ИЗБЕ НОМЕР ШЕСТЬ;2 июня 78–го года
Какая организация упоминается в тексте, как место работы Льва Абалкина, и в связи с чем возникает вопрос о его профессиональной пригодности?;0d94bba4958760f3434ed657b14b3c4f;В ИЗБЕ НОМЕР ШЕСТЬ;2 июня 78–го года
"Какой предмет, найденный на кухне, указывает на привычки Льва Абалкина и возможную помощь, которую он использовал в штабе ""Ц""?";0d94bba4958760f3434ed657b14b3c4f;В ИЗБЕ НОМЕР ШЕСТЬ;2 июня 78–го года
Каким предметом, согласно тексту, изображено человеческое лицо на клочке бумаги?;6a638ed5b8d05029b585d5eba01c3f74;Все еще на корточках я...;2 июня 78–го года
Что, по мнению рассказчика, изображено на рисунках рядом со схемами рощиц, ручьев и болот?;6a638ed5b8d05029b585d5eba01c3f74;Все еще на корточках я...;2 июня 78–го года
Чью фигуру мастерски запечатлел шарж, найденный среди бумаг в гостиной?;6a638ed5b8d05029b585d5eba01c3f74;Все еще на корточках я...;2 июня 78–го года
Что вспомнил рассказчик, увидев измятый женский носовой платок?;6a638ed5b8d05029b585d5eba01c3f74;Все еще на корточках я...;2 июня 78–го года
Какую организацию представлял себя рассказчик, предлагая новую легенду для встречи с Глумовой?;adc880b67c79da4455fb1cc04ea1ae52;НЕОЖИДАННАЯ РЕАКЦИЯ ЭКСЕЛЕНЦА;2 июня 78–го года
"Что, по мнению рассказчика, связывало Льва Абалкина с Глумовой, помимо ""любви и воспоминаний""?";adc880b67c79da4455fb1cc04ea1ae52;НЕОЖИДАННАЯ РЕАКЦИЯ ЭКСЕЛЕНЦА;2 июня 78–го года
В каком учреждении, согласно тексту, работает Глумова?;adc880b67c79da4455fb1cc04ea1ae52;НЕОЖИДАННАЯ РЕАКЦИЯ ЭКСЕЛЕНЦА;2 июня 78–го года
Что Экселенц узнал о месте работы Глумовой, что вызвало его столь резкую реакцию?;adc880b67c79da4455fb1cc04ea1ae52;НЕОЖИДАННАЯ РЕАКЦИЯ ЭКСЕЛЕНЦА;2 июня 78–го года
Какую реакцию вызвал у экспертов отказ биооптических преобразователей, согласно отчету Льва Абалкина?;33b2ce5e61867888b75545a8108a5a29;ИЗ ОТЧЕТА ЛЬВА АБАЛКИНА;2 июня 78–го года
Что потребовал Щекн, прежде чем продолжить движение, и чем вызвал возмущение экспертов?;33b2ce5e61867888b75545a8108a5a29;ИЗ ОТЧЕТА ЛЬВА АБАЛКИНА;2 июня 78–го года
Какие транспортные средства, согласно описанию, окружали Льва Абалкина и Щекна посреди улицы?;33b2ce5e61867888b75545a8108a5a29;ИЗ ОТЧЕТА ЛЬВА АБАЛКИНА;2 июня 78–го года
Какое состояние испытывал Лев Абалкин, наблюдая за конфликтом между Щекном и экспертами, и с чем он его сравнил?;33b2ce5e61867888b75545a8108a5a29;ИЗ ОТЧЕТА ЛЬВА АБАЛКИНА;2 июня 78–го года
Какое транспортное средство, по словам Щекна, не годится для возвращения?;5327bee480138d21023d54428e63e39a;Где–то на краю сознания...;2 июня 78–го года
Что, согласно сообщению Штаба, не является причиной гибели цивилизации?;5327bee480138d21023d54428e63e39a;Где–то на краю сознания...;2 июня 78–го года
Какой предмет, найденный под коркой на площади, заставил Щекна сделать вывод о том, что здесь проходили люди?;5327bee480138d21023d54428e63e39a;Где–то на краю сознания...;2 июня 78–го года
Что, по мнению Вандерхузе, необходимо выяснить относительно посещенного места?;5327bee480138d21023d54428e63e39a;Где–то на краю сознания...;2 июня 78–го года
Какое устройство использовал рассказчик, чтобы осветить площадь и что он увидел благодаря ему?;796dd5df51e63a288e50e48f42a62747;Я включаю прожектор....;2 июня 78–го года
Что заставило Щекна испытывать панический страх на площади, и как он это описал Комову?;796dd5df51e63a288e50e48f42a62747;Я включаю прожектор....;2 июня 78–го года
Какую информацию Щекн передал рассказчику о том, куда ушли остальные члены экспедиции, и в чем заключалась его главная проблема с объяснением этого?;796dd5df51e63a288e50e48f42a62747;Я включаю прожектор....;2 июня 78–го года
Как Комов отреагировал на происходящие события и какие указания он дал рассказчику и Щекну?;796dd5df51e63a288e50e48f42a62747;Я включаю прожектор....;2 июня 78–го года
Какое устройство пытался развернуть Щекн на проспекте перед тем, как его сбило с ног?;77509e6bf090a8fc391fc414f466ebd4;И в третий раз короткий...;2 июня 78–го года
Кто, по мнению Комова, должен был разогнать туман, и какое эмоциональное описание предоставила Эспада о Главном Гаттаухе?;77509e6bf090a8fc391fc414f466ebd4;И в третий раз короткий...;2 июня 78–го года
Что привлекло внимание Вандерхузе на очередной площади, и как Щекн отреагировал на этот предмет?;77509e6bf090a8fc391fc414f466ebd4;И в третий раз короткий...;2 июня 78–го года
"Каким образом Щекн отреагировал на заявление рассказчика о том, что в ""стакане"" кто-то есть, и какое оружие рассказчик начал готовить к использованию?";77509e6bf090a8fc391fc414f466ebd4;И в третий раз короткий...;2 июня 78–го года
Какое устройство использовала героиня, поворачиваясь на каблуках в начале фрагмента, и в каком режиме оно было настроено?;d5485e736dc056c249d658099b2b1e42;Я круто поворачиваюсь на...;2 июня 78–го года
"Что, согласно сообщению из Штаба, представляет собой ""прямоугольник Щекна"" и какое население предположительно было выведено через него?";d5485e736dc056c249d658099b2b1e42;Я круто поворачиваюсь на...;2 июня 78–го года
После какого инцидента Щекн впервые заговорил с героиней, и о чем он склонен говорить?;d5485e736dc056c249d658099b2b1e42;Я круто поворачиваюсь на...;2 июня 78–го года
