question;chunk_id;section_name;chapter_name
Какую роль играл Абалкин в операции «Мертвый мир»?;ea57e95ddf611a0af4daa623e5630a4d;ВКРАТЦЕ О СОДЕРЖАНИИ ПАПКИ;1 июня 78–го года
В каком качестве Абалкин работал с представителями разумной негуманоидной расы?;ea57e95ddf611a0af4daa623e5630a4d;ВКРАТЦЕ О СОДЕРЖАНИИ ПАПКИ;1 июня 78–го года
В каком году был составлен отчет Льва Абалкина об операции на Гиганде?;792ee942969708533028694163c296ec;И был в папке еще один...;1 июня 78–го года
Какую должность занимал Корней Яшмаа, согласно отчетам Абалкина?;792ee942969708533028694163c296ec;И был в папке еще один...;1 июня 78–го года
В каком учреждении Абалкин направлял рапорт в октябре 63-го года?;792ee942969708533028694163c296ec;И был в папке еще один...;1 июня 78–го года
Какую манеру отчета, помимо «лаборант», использовали специалисты, как описано в тексте?;792ee942969708533028694163c296ec;И был в папке еще один...;1 июня 78–го года
Какие профессиональные склонности указаны в переписке у Абалкина?;15331c0c435898389f06ccdbca6e4490;В общем эта переписка...;1 июня 78–го года
С какими существами, согласно тексту, часто работают Прогрессоры, для которых зоопсихология является основной профессией?;15331c0c435898389f06ccdbca6e4490;В общем эта переписка...;1 июня 78–го года
Кому Абалкин отправлял последнее письмо, о пропаже страниц которого упоминается в тексте?;15331c0c435898389f06ccdbca6e4490;В общем эта переписка...;1 июня 78–го года
"В каком году, согласно тексту, группа ""Йормала"", в составе которой были родители Льва Абалкина, совершила погружение в Черную Дыру ЕН 200056?";92d593a679657c5c6fdf8f8e0f74f9ea;ПОЧТИ ВСЕ О ВОЗМОЖНЫХ СВЯЗЯХ ЛЬВА АБАЛКИНА;1 июня 78–го года
Какую должность занимал Ромуальд Крэсеску и на какой планете он находился в момент расследования?;92d593a679657c5c6fdf8f8e0f74f9ea;ПОЧТИ ВСЕ О ВОЗМОЖНЫХ СВЯЗЯХ ЛЬВА АБАЛКИНА;1 июня 78–го года
В каком месте жил Сергей Павлович Федосеев, Учитель Льва Абалкина, и как называлась его усадьба?;92d593a679657c5c6fdf8f8e0f74f9ea;ПОЧТИ ВСЕ О ВОЗМОЖНЫХ СВЯЗЯХ ЛЬВА АБАЛКИНА;1 июня 78–го года
Где погиб Эрнст–Юлий Горн, Наставник Льва Абалкина, и в каком году произошло это событие?;92d593a679657c5c6fdf8f8e0f74f9ea;ПОЧТИ ВСЕ О ВОЗМОЖНЫХ СВЯЗЯХ ЛЬВА АБАЛКИНА;1 июня 78–го года
В какой области изначально работала Ядвига Михайловна Леканова?;9d1a2f2cf57dfc350330fccc458a5755;А вот с Ядвигой...;1 июня 78–го года
В каком институте в настоящее время работает Ядвига Михайловна Леканова, и где находится стационар этого института?;9d1a2f2cf57dfc350330fccc458a5755;А вот с Ядвигой...;1 июня 78–го года
Куда отправился рассказчик после получения папки, и что находится в этом месте?;9d1a2f2cf57dfc350330fccc458a5755;А вот с Ядвигой...;1 июня 78–го года
Какое учреждение, согласно рассказу, направило Льва Абалкина на обучение, несмотря на протесты Сергея Павловича?;83f70122d76ea48bdbb741e1797cd01f;УЧИТЕЛЬ ЛЬВА АБАЛКИНА;1 июня 78–го года
В каком году происходит встреча рассказчика с Учителем Льва Абалкина в усадьбе «Комарики»?;83f70122d76ea48bdbb741e1797cd01f;УЧИТЕЛЬ ЛЬВА АБАЛКИНА;1 июня 78–го года
Какие предметы были на антикварном столике, когда рассказчик и Сергей Павлович расположились на веранде?;83f70122d76ea48bdbb741e1797cd01f;УЧИТЕЛЬ ЛЬВА АБАЛКИНА;1 июня 78–го года
Какую профессию, по мнению Сергея Павловича, следовало бы выбрать Льву Абалкину, и почему?;83f70122d76ea48bdbb741e1797cd01f;УЧИТЕЛЬ ЛЬВА АБАЛКИНА;1 июня 78–го года
Какое занятие, помимо учебы, с особым вдохновением практиковал Лев Абалкин в школьном театре?;104b8f506b01e79940279dd3f25888d6;Лев Абалкин был мальчик...;1 июня 78–го года
Учитель, наблюдая за Львом Абалкиным, обратил внимание на его необычное поведение после дождя в парке. Что именно делал Лев, что показалось смешным некоторым ребятам?;104b8f506b01e79940279dd3f25888d6;Лев Абалкин был мальчик...;1 июня 78–го года
Сергей Павлович упоминает, что Лев Абалкин презирал тех, кто говорит неправду. Какое качество характера, по мнению Сергея Павловича, было у Льва еще одним заметным свойством?;104b8f506b01e79940279dd3f25888d6;Лев Абалкин был мальчик...;1 июня 78–го года
В ходе разговора Сергей Павлович советует собеседнику найти Майю Глумову. Какую профессию, по его словам, она приобрела в дальнейшем?;104b8f506b01e79940279dd3f25888d6;Лев Абалкин был мальчик...;1 июня 78–го года
"Какую операцию, в которой участвовала Майя Глумова, характеризуют как ""печально знаменитую""?";a966ee6d2fc541e052b7817eb1dfe151;МАЛЕНЬКИЙ ИНЦИДЕНТ С ЯДВИГОЙ МИХАЙЛОВНОЙ;1 июня 78–го года
Где располагался Музей внеземных культур, в котором работала Майя Тойвовна Глумова?;a966ee6d2fc541e052b7817eb1dfe151;МАЛЕНЬКИЙ ИНЦИДЕНТ С ЯДВИГОЙ МИХАЙЛОВНОЙ;1 июня 78–го года
Какой предмет одежды выделяет Ядвигу Михайловну Леканову в описании ее внешности?;a966ee6d2fc541e052b7817eb1dfe151;МАЛЕНЬКИЙ ИНЦИДЕНТ С ЯДВИГОЙ МИХАЙЛОВНОЙ;1 июня 78–го года
"С какой организацией, помимо КОМКОНа, связан Максим Каммерер, и какую профессию он назвал ""Основной""?";a966ee6d2fc541e052b7817eb1dfe151;МАЛЕНЬКИЙ ИНЦИДЕНТ С ЯДВИГОЙ МИХАЙЛОВНОЙ;1 июня 78–го года
Какой предмет, упомянутый в тексте, заказал главный герой для поездки в Манаос?;852c668097ae4df064cae9085e1bc3c4;Она все еще улыбалась и...;1 июня 78–го года
Какую операцию расследовал Лев Абалкин, отчет о которой изучал главный герой?;852c668097ae4df064cae9085e1bc3c4;Она все еще улыбалась и...;1 июня 78–го года
Как описывается внешность Экселенца, и с чем его сравнивают в тексте?;852c668097ae4df064cae9085e1bc3c4;Она все еще улыбалась и...;1 июня 78–го года
Какого человека главный герой планирует проверить, несмотря на возражения Экселенца, и почему он считает это важным?;852c668097ae4df064cae9085e1bc3c4;Она все еще улыбалась и...;1 июня 78–го года
Какую проблему испытывал Лев Абалкин с использованием мимикридного комбинезона и какие рекомендации дали ему эксперты комиссии по камуфляжной технике?;86d2a526f833b839df430e66cbbf2910;ИЗ ОТЧЕТА ЛЬВА АБАЛКИНА;1 июня 78–го года
Что привлекло внимание группы Рэма Желтухина во время исследования территории и какую задачу он перед собой поставил?;86d2a526f833b839df430e66cbbf2910;ИЗ ОТЧЕТА ЛЬВА АБАЛКИНА;1 июня 78–го года
Какие особенности местности обнаружила группа Эспады после высадки и как это повлияло на настроение Льва Абалкина?;86d2a526f833b839df430e66cbbf2910;ИЗ ОТЧЕТА ЛЬВА АБАЛКИНА;1 июня 78–го года
В каком состоянии был Щекн во время движения по проспекту и как это отличалось от экипировки других членов группы?;86d2a526f833b839df430e66cbbf2910;ИЗ ОТЧЕТА ЛЬВА АБАЛКИНА;1 июня 78–го года
Каким образом Щекн отреагировал на осмотр особняка в седьмом квартале?;3a4c47318cc2de8205e70443568b04a7;Мне кажется он уже...;1 июня 78–го года
"Что, по мнению рассказчика, мог регулировать ""стакан"", похожий на кабину, обнаруженный ими?";3a4c47318cc2de8205e70443568b04a7;Мне кажется он уже...;1 июня 78–го года
Какие предметы, помимо ионного душа, видел рассказчик на Саракше, похожие на найденную кабину?;3a4c47318cc2de8205e70443568b04a7;Мне кажется он уже...;1 июня 78–го года
Почему рассказчик предполагает, что Щекн так заинтересован в Пандоре, и какие действия он планирует предпринять в связи с этим?;3a4c47318cc2de8205e70443568b04a7;Мне кажется он уже...;1 июня 78–го года
Какую информацию сообщил Вандерхузе рассказчику, вызвав его на связь с корабля?;2eb572a38dc18a52201c96179419fb9d;Впереди справа от...;1 июня 78–го года
Что, по словам рассказчика, делал Щекн, когда тот находился на связи с кораблем?;2eb572a38dc18a52201c96179419fb9d;Впереди справа от...;1 июня 78–го года
В каком районе города происходят события, когда рассказчик и Щекн проходят мимо семнадцатого квартала и парка?;2eb572a38dc18a52201c96179419fb9d;Впереди справа от...;1 июня 78–го года
Какой предмет готовил рассказчик в перчатке, чтобы обезвредить пляшущего паяца?;2eb572a38dc18a52201c96179419fb9d;Впереди справа от...;1 июня 78–го года
Какую позу впервые на маршруте принял Щекн, что насторожило рассказчика?;375ebbfff0713baf8a3f55d180dbf2be;Я круто оборачиваюсь. Но...;1 июня 78–го года
Какую инструкцию, связанную с обнаружением разумной жизни на планете, впиталась в плоть и кровь у капитана Вандерхузе?;375ebbfff0713baf8a3f55d180dbf2be;Я круто оборачиваюсь. Но...;1 июня 78–го года
Что, по мнению Вандерхузе, должно было отвлечь рассказчика во время засады?;375ebbfff0713baf8a3f55d180dbf2be;Я круто оборачиваюсь. Но...;1 июня 78–го года
Каким оружием, спрятанным под клапаном комбинезона, вооружился рассказчик, готовясь к возможному столкновению?;375ebbfff0713baf8a3f55d180dbf2be;Я круто оборачиваюсь. Но...;1 июня 78–го года
Какое наказание получили рассказчик и Щекн от Вандерхузе после инцидента на перекрестке?;fdb7d564eacb4b061e08052980f0bf06;Он медленно вразвалку...;1 июня 78–го года
Что, по мнению рассказчика, произошло с живностью (крысами, змеями, лягушками) в двадцать втором квартале?;fdb7d564eacb4b061e08052980f0bf06;Он медленно вразвалку...;1 июня 78–го года
Какой предмет рассказчик использовал для защиты во время столкновения со стаей собак, и как он его держал в начале инцидента?;fdb7d564eacb4b061e08052980f0bf06;Он медленно вразвалку...;1 июня 78–го года
Какое неожиданное увлечение обнаружил рассказчик у Щекна на четвертом году их знакомства?;fdb7d564eacb4b061e08052980f0bf06;Он медленно вразвалку...;1 июня 78–го года
Какое прозвище используют земляне для обозначения существ, к которым принадлежит Щекн?;11d6c7587b6ef6ff437c86003f8f38e1;Он замолкает и перестает...;1 июня 78–го года
Что, по словам Щекна, отсутствует у его народа, но есть у людей?;11d6c7587b6ef6ff437c86003f8f38e1;Он замолкает и перестает...;1 июня 78–го года
Какой предмет, стоящий на площади, привлек внимание рассказчика и был покрыт зеленой и красной окисью?;11d6c7587b6ef6ff437c86003f8f38e1;Он замолкает и перестает...;1 июня 78–го года
По словам рассказчика, по какому сооружению велся огонь, и какое название оно имеет?;11d6c7587b6ef6ff437c86003f8f38e1;Он замолкает и перестает...;1 июня 78–го года
Что демонстративно бурчит и косится желтым глазом, ощущая атмосферу площади?;666e6781bd8280248b00fb00523ba6c0;Я принимаюсь диктовать...;1 июня 78–го года
Какую технику вспоминает Щекн, вспоминая свои родные края?;666e6781bd8280248b00fb00523ba6c0;Я принимаюсь диктовать...;1 июня 78–го года
Какой приказ отдал Комов всем группам, после получения сообщения от Эспады?;666e6781bd8280248b00fb00523ba6c0;Я принимаюсь диктовать...;1 июня 78–го года
В какое время суток главный герой направился на Площадь Звезды?;bd6de65e0f57cb590594083389ba8e80;МАЙЯ ГЛУМОВА ПОДРУГА ЛЬВА АБАЛКИНА;2 июня 78–го года
Какие гаджеты использовали две молодые сотрудницы в одном из помещений музея?;bd6de65e0f57cb590594083389ba8e80;МАЙЯ ГЛУМОВА ПОДРУГА ЛЬВА АБАЛКИНА;2 июня 78–го года
Что, по мнению главного героя, особенно сильно пахло в зоологических музеях?;bd6de65e0f57cb590594083389ba8e80;МАЙЯ ГЛУМОВА ПОДРУГА ЛЬВА АБАЛКИНА;2 июня 78–го года
В каком секторе музея главный герой искал Майю Тойвовну?;bd6de65e0f57cb590594083389ba8e80;МАЙЯ ГЛУМОВА ПОДРУГА ЛЬВА АБАЛКИНА;2 июня 78–го года
Какую должность занимал Максим Каммерер в организации КОМКОН–2?;a8cdce9b9437356ead111c907b7d3447;Она глядела на меня...;2 июня 78–го года
Что, по словам рассказчика, произошло с женщиной, когда он произнес имя Льва Абалкина?;a8cdce9b9437356ead111c907b7d3447;Она глядела на меня...;2 июня 78–го года
В какой экспедиции участвовал Максим Каммерер, о которой он рассказал женщине?;a8cdce9b9437356ead111c907b7d3447;Она глядела на меня...;2 июня 78–го года
"Что, согласно рассказу, делал Лев Абалкин, чтобы показать свою любовь к своей ""вещи""?";a8cdce9b9437356ead111c907b7d3447;Она глядела на меня...;2 июня 78–го года
Какой предмет, выточенный из кости, использовал персонаж для самоповреждения?;f74e998bfd7f293d03db5f321c299359;…У него было еще много...;2 июня 78–го года
Какое место упоминается в последнем письме персонажа, откуда он отправлял сообщения?;f74e998bfd7f293d03db5f321c299359;…У него было еще много...;2 июня 78–го года
С кем беседовал рассказчик, когда персонаж, по словам рассказчицы, находился с ней?;f74e998bfd7f293d03db5f321c299359;…У него было еще много...;2 июня 78–го года
Как персонаж называл волков, которых пытался держать в повиновении, и каким образом он их наказывал?;f74e998bfd7f293d03db5f321c299359;…У него было еще много...;2 июня 78–го года
Какое учреждение упомянул Максим Каммерер, говоря о своем методе работы и сборе информации о Льве Абалкине?;c656f77193bcdae501e1905a8bc240ff;МАЙЯ ГЛУМОВА И ЖУРНАЛИСТ КАММЕРЕР;2 июня 78–го года
Как Майя Глумова описывает состояние своих глаз во время разговора с журналистом Каммерером?;c656f77193bcdae501e1905a8bc240ff;МАЙЯ ГЛУМОВА И ЖУРНАЛИСТ КАММЕРЕР;2 июня 78–го года
С кем, помимо Майи Глумовой, успел поговорить Максим Каммерер в рамках своего расследования о Льве Абалкине?;c656f77193bcdae501e1905a8bc240ff;МАЙЯ ГЛУМОВА И ЖУРНАЛИСТ КАММЕРЕР;2 июня 78–го года
Что, по словам Каммерера, заставило его начать сбор информации о Льве Абалкине с разговоров с коллегами, друзьями и учителями?;c656f77193bcdae501e1905a8bc240ff;МАЙЯ ГЛУМОВА И ЖУРНАЛИСТ КАММЕРЕР;2 июня 78–го года
Какое учреждение, по словам журналиста Каммерера, посещает главный объект его расследования, когда находится в отпуске?;8eca598f070e267624fefe98b2235ec6;И он таки успокоил ее...;2 июня 78–го года
Что Майя Тойвовна сообщила Каммереру о местонахождении Прогрессора?;8eca598f070e267624fefe98b2235ec6;И он таки успокоил ее...;2 июня 78–го года
Какой предмет, по мнению Каммерера, необходимо было поймать в первую очередь?;8eca598f070e267624fefe98b2235ec6;И он таки успокоил ее...;2 июня 78–го года
Что Майя Тойвовна предложила сделать Каммереру, чтобы он оставил её в покое?;8eca598f070e267624fefe98b2235ec6;И он таки успокоил ее...;2 июня 78–го года
Какое транспортное средство упомянуто в тексте, которое приткнулось к причалу на «Осинушке»?;df4b3bb14ba9cb6d3ebd4acc00fb8aa7;«ОСИНУШКА». ДОКТОР ГОАННЕК;2 июня 78–го года
В какой местности, по словам доктора Гоаннека, его правнук Брячеслав предпочитает проводить отпуск?;df4b3bb14ba9cb6d3ebd4acc00fb8aa7;«ОСИНУШКА». ДОКТОР ГОАННЕК;2 июня 78–го года
Каким образом оборудована изба доктора Гоаннека, кроме крыльца с балясинами и резными наличниками?;df4b3bb14ba9cb6d3ebd4acc00fb8aa7;«ОСИНУШКА». ДОКТОР ГОАННЕК;2 июня 78–го года
В каком году, согласно тексту, происходят описанные события на озере Велье?;df4b3bb14ba9cb6d3ebd4acc00fb8aa7;«ОСИНУШКА». ДОКТОР ГОАННЕК;2 июня 78–го года
Какова была профессия супружеской пары, посетившей местность в середине мая, и откуда они прибыли?;e3bdefff51715e1fbb604237d625dd2a;В середине мая здесь...;2 июня 78–го года
Что, по мнению доктора Гоаннека, могло быть причиной появления странного юноши в «Осинушке», учитывая отсутствие видимых средств транспорта?;e3bdefff51715e1fbb604237d625dd2a;В середине мая здесь...;2 июня 78–го года
Какое состояние здоровья предъявил юноша доктору Гоаннеку, и как это состояние изменилось после обследования?;e3bdefff51715e1fbb604237d625dd2a;В середине мая здесь...;2 июня 78–го года
Каким образом турист Каммерер попытался поделиться своим опытом, и почему его пример был отвергнут доктором Гоаннеком?;e3bdefff51715e1fbb604237d625dd2a;В середине мая здесь...;2 июня 78–го года
Какое замечание, касающееся артиста, сделал турист Каммерер, вызвав негативную реакцию?;3b0330127dd786e6862bf8f9df22630c;Турист Каммерер бывший...;2 июня 78–го года
Какой предмет транспорта использовал артист, чтобы покинуть курорт, опасаясь встречи с туристом Каммерером?;3b0330127dd786e6862bf8f9df22630c;Турист Каммерер бывший...;2 июня 78–го года
"В каком коттедже, согласно указанию доктора Гоаннека, проживал ""неврастеник""?";3b0330127dd786e6862bf8f9df22630c;Турист Каммерер бывший...;2 июня 78–го года
Где доктор Гоаннек предпочитал отдыхать после чая, отказавшись сопровождать туриста Каммерера?;3b0330127dd786e6862bf8f9df22630c;Турист Каммерер бывший...;2 июня 78–го года
Какое транспортное средство упоминается в тексте как способ быстрого перемещения до Москвы из места пребывания Льва Абалкина?;0d94bba4958760f3434ed657b14b3c4f;В ИЗБЕ НОМЕР ШЕСТЬ;2 июня 78–го года
Что, согласно описанию, обнаружил рассказчик в маленьком холле временного жилища Льва Абалкина?;0d94bba4958760f3434ed657b14b3c4f;В ИЗБЕ НОМЕР ШЕСТЬ;2 июня 78–го года
Какую организацию упоминает рассказчик, предполагая, что Лев Абалкин мог пользоваться услугами денщика в своем штабе?;0d94bba4958760f3434ed657b14b3c4f;В ИЗБЕ НОМЕР ШЕСТЬ;2 июня 78–го года
Какой предмет, найденный на полу в гостиной, был похож на коренной зуб с двумя корнями и был просверлен насквозь?;0d94bba4958760f3434ed657b14b3c4f;В ИЗБЕ НОМЕР ШЕСТЬ;2 июня 78–го года
Каким предметом, согласно тексту, был выполнен рисунок детского лица, найденный рассказчиком?;6a638ed5b8d05029b585d5eba01c3f74;Все еще на корточках я...;2 июня 78–го года
На портрете кого, помимо Майи Глумовой, обнаружил рассказчик среди разбросанных рисунков?;6a638ed5b8d05029b585d5eba01c3f74;Все еще на корточках я...;2 июня 78–го года
Что, по мнению рассказчика, изображали строения, найденные на рисунках, и с каким периодом времени они были связаны?;6a638ed5b8d05029b585d5eba01c3f74;Все еще на корточках я...;2 июня 78–го года
Какой предмет, валявшийся под столом, напомнил рассказчику рассказ Акутагавы и заставил его представить Майю Тойвовну?;6a638ed5b8d05029b585d5eba01c3f74;Все еще на корточках я...;2 июня 78–го года
Какую легенду первоначально использовал рассказчик для установления контакта с Глумовой?;adc880b67c79da4455fb1cc04ea1ae52;НЕОЖИДАННАЯ РЕАКЦИЯ ЭКСЕЛЕНЦА;2 июня 78–го года
Что Экселенц поручил рассказчику узнать о встрече Глумовой и Льва Абалкина?;adc880b67c79da4455fb1cc04ea1ae52;НЕОЖИДАННАЯ РЕАКЦИЯ ЭКСЕЛЕНЦА;2 июня 78–го года
Какую новую легенду предложил рассказчик Экселенцу, чтобы продолжить расследование?;adc880b67c79da4455fb1cc04ea1ae52;НЕОЖИДАННАЯ РЕАКЦИЯ ЭКСЕЛЕНЦА;2 июня 78–го года
В каком музее, по словам рассказчика, работает Глумова?;adc880b67c79da4455fb1cc04ea1ae52;НЕОЖИДАННАЯ РЕАКЦИЯ ЭКСЕЛЕНЦА;2 июня 78–го года
Какую реакцию вызвал у экспертов отказ биооптических преобразователей, и как на это отреагировал Лев Абалкин?;33b2ce5e61867888b75545a8108a5a29;ИЗ ОТЧЕТА ЛЬВА АБАЛКИНА;2 июня 78–го года
Что потребовал Щекн, прежде чем продолжить движение, и чем это вызвало возмущение экспертов?;33b2ce5e61867888b75545a8108a5a29;ИЗ ОТЧЕТА ЛЬВА АБАЛКИНА;2 июня 78–го года
Какие виды транспортных средств встретились Льву Абалкину и Щекну посреди улицы, и в каком состоянии они находились?;33b2ce5e61867888b75545a8108a5a29;ИЗ ОТЧЕТА ЛЬВА АБАЛКИНА;2 июня 78–го года
Какое впечатление произвело на Льва Абалкина происходящее вокруг него, и с чем он это сравнил?;33b2ce5e61867888b75545a8108a5a29;ИЗ ОТЧЕТА ЛЬВА АБАЛКИНА;2 июня 78–го года
Какое заявление сделал Штаб относительно причин гибели цивилизации, и как это заявление соотносится с состоянием окружающей среды, описанным во время путешествия Щекна и рассказчика?;5327bee480138d21023d54428e63e39a;Где–то на краю сознания...;2 июня 78–го года
Что заставило Щекна объявить, что он не пойдет обратно по дороге, по которой они пришли, и какое действие он совершил, чтобы подтвердить свою решимость?;5327bee480138d21023d54428e63e39a;Где–то на краю сознания...;2 июня 78–го года
Какие предметы и гаджеты, найденные в лабиринте из машин, указывают на следы эвакуации, и почему Вандерхузе ставит под сомнение, что это действительно следы эвакуации?;5327bee480138d21023d54428e63e39a;Где–то на краю сознания...;2 июня 78–го года
Какой предмет рассказчик обнаружил под слоем корки на площади, и какое предположение сделал Щекн, увидев это?;5327bee480138d21023d54428e63e39a;Где–то на краю сознания...;2 июня 78–го года
Какое устройство использовал персонаж для освещения площади, где Щекн испытал приступ страха?;796dd5df51e63a288e50e48f42a62747;Я включаю прожектор....;2 июня 78–го года
Что, по словам Щекна, отличает обнаруженный прямоугольник асфальта от остальной поверхности площади?;796dd5df51e63a288e50e48f42a62747;Я включаю прожектор....;2 июня 78–го года
Какие меры предложил Комов после получения донесения о странном поведении Щекна и отсутствии дна в яме?;796dd5df51e63a288e50e48f42a62747;Я включаю прожектор....;2 июня 78–го года
Что, по мнению Щекна, является причиной того, что он видел опасность, а главный герой – нет?;796dd5df51e63a288e50e48f42a62747;Я включаю прожектор....;2 июня 78–го года
Какое транспортное средство использует Щекн, когда его сбивает ураган на проспекте?;77509e6bf090a8fc391fc414f466ebd4;И в третий раз короткий...;2 июня 78–го года
Какую информацию передает Эспада о Главном Гаттаухе, включая его внешний вид и поведение?;77509e6bf090a8fc391fc414f466ebd4;И в третий раз короткий...;2 июня 78–го года
Что привлекло внимание Вандерхузе на площади, и как отреагировал на это Щекн?;77509e6bf090a8fc391fc414f466ebd4;И в третий раз короткий...;2 июня 78–го года
"Какое оружие использует главный герой, когда сталкивается с существом внутри ""стакана"", и что он планирует сделать, если не найдет подходящих средств?";77509e6bf090a8fc391fc414f466ebd4;И в третий раз короткий...;2 июня 78–го года
"Каким образом Щекн отреагировал на осмотр ""стакана"" около будки?";d5485e736dc056c249d658099b2b1e42;Я круто поворачиваюсь на...;2 июня 78–го года
"Что, по мнению Штаба, представляет собой ""прямоугольник Щекна""?";d5485e736dc056c249d658099b2b1e42;Я круто поворачиваюсь на...;2 июня 78–го года
Какой предмет героиня держала в руке в начале эпизода, и в каком состоянии он находился?;d5485e736dc056c249d658099b2b1e42;Я круто поворачиваюсь на...;2 июня 78–го года
Что, согласно сообщению из Штаба, известно о Странниках и их возможном месте обитания?;d5485e736dc056c249d658099b2b1e42;Я круто поворачиваюсь на...;2 июня 78–го года
